classifier;balancing;embedding;accuracy;precision;recall;f1;tp;tn;fp;fn;auroc_art;auroc_gaming;auroc_memberships;auroc_music;auroc_pfps;auroc_photography;auroc_virtual-worlds;cm_path
kNN;unbalanced;clean_all-MiniLM-L6-v2;0,422680412371134;0,40702154893484377;0,42007133913052674;0,40812390528841747;287;3682;392;392;0,7270120898100172;0,6981292517006803;0,7244338620713282;0,7824149845426441;0,8963471502590674;0,8201728195581157;0,596647440519106;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/kNN_unbalanced_clean_all-MiniLM-L6-v2_confusion_matrix.png
kNN;undersampling;clean_all-MiniLM-L6-v2;0,4182621502209131;0,4052116117428852;0,41642322729086106;0,4069469959291353;284;3679;395;395;0,7117962003454233;0,6932795096060402;0,7249991435129672;0,7891434806328423;0,8908376511226251;0,8165021602444764;0,5954037490987745;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/kNN_undersampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
kNN;oversampling;clean_all-MiniLM-L6-v2;0,4167893961708395;0,4009465341046302;0,41446238309814537;0,4032031093818197;283;3678;396;396;0,7264248704663212;0,7008391268595351;0,7220100037685429;0,7910892889616292;0,8983765112262522;0,8125768379641014;0,6009643114635905;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/kNN_oversampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
kNN;smote;clean_all-MiniLM-L6-v2;0,4182621502209131;0,40323619678021433;0,4160126437341874;0,40485891210152086;284;3679;395;395;0,7267098445595855;0,6958118412200046;0,7178474767892015;0,7785688306964902;0,8979101899827289;0,8093715971758755;0,5964401586157174;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/kNN_smote_clean_all-MiniLM-L6-v2_confusion_matrix.png
SVM;unbalanced;clean_all-MiniLM-L6-v2;0,3475699558173785;0,3318283284669668;0,34420800755874276;0,32237623204694354;236;3631;443;443;0,6827461139896374;0,7823689915526651;0,742180273390661;0,7939989088925259;0,9292918825561313;0,8126734342618287;0,6655371304974765;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/SVM_unbalanced_clean_all-MiniLM-L6-v2_confusion_matrix.png
SVM;undersampling;clean_all-MiniLM-L6-v2;0,35787923416789397;0,35207430978069915;0,35598707383839584;0,3425442656664073;243;3638;436;436;0,691139896373057;0,7760895567018016;0,7470965089588544;0,8012002182214948;0,9274093264248704;0,815869893568443;0,664689978370584;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/SVM_undersampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
SVM;oversampling;clean_all-MiniLM-L6-v2;0,3490427098674521;0,3404632558109296;0,3462283562024888;0,32943361653085584;237;3632;442;442;0,6852158894645941;0,7803132241907752;0,7516187604919662;0,8000545553737042;0,9291709844559585;0,8121816712915803;0,6718276856524874;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/SVM_oversampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
SVM;smote;clean_all-MiniLM-L6-v2;0,3431516936671576;0,33446795098916127;0,3413088674731949;0,3258099627078698;233;3628;446;446;0,685181347150259;0,7795656724228154;0,7519099660831136;0,8032369521731224;0,9298618307426598;0,8159225824581122;0,6739005046863735;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/SVM_smote_clean_all-MiniLM-L6-v2_confusion_matrix.png
DTree;unbalanced;clean_all-MiniLM-L6-v2;0,5110456553755522;0,5126692508642013;0,5099434349484141;0,5109534988240946;347;3742;332;332;0,704412780656304;0,6400444793301935;0,6435215320840042;0,808801600290962;0,8158203799654578;0,7785837226456847;0,6084895457822638;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/DTree_unbalanced_clean_all-MiniLM-L6-v2_confusion_matrix.png
DTree;undersampling;clean_all-MiniLM-L6-v2;0,49042709867452133;0,4967893688316689;0,4905792351244225;0,49234703750660097;333;3728;346;346;0,6797322970639033;0,6853087388801674;0,6265545239645072;0,789425350063648;0,7725474956822107;0,7751413818539464;0,5911139149242971;C:/Users/samue/Downloads/NFT25/final_novo/only_extra/confusion_matrices/DTree_undersampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
