;precision;recall;f1-score;support
art;0,2608695652173913;0,12;0,1643835616438356;100,0
gaming;0,34523809523809523;0,31868131868131866;0,3314285714285714;91,0
memberships;0,34444444444444444;0,3069306930693069;0,324607329842932;101,0
music;0,19801980198019803;0,2127659574468085;0,2051282051282051;94,0
pfps;0,6055045871559633;0,66;0,6315789473684211;100,0
photography;0,30851063829787234;0,5918367346938775;0,40559440559440557;98,0
virtual-worlds;0,2786885245901639;0,17894736842105263;0,21794871794871792;95,0
accuracy;0,3431516936671576;0,3431516936671576;0,3431516936671576;0,3431516936671576
macro avg;0,33446795098916127;0,3413088674731949;0,3258099627078698;679,0
weighted avg;0,3360328196881984;0,3431516936671576;0,3273593850527144;679,0
