;precision;recall;f1-score;support
art;0,4690265486725664;0,53;0,4976525821596244;100,0
gaming;0,36923076923076925;0,5274725274725275;0,4343891402714932;91,0
memberships;0,5913978494623656;0,5445544554455446;0,5670103092783506;101,0
music;0,76;0,8085106382978723;0,7835051546391754;94,0
pfps;0,5740740740740741;0,31;0,4025974025974026;100,0
photography;0,7532467532467533;0,5918367346938775;0,6628571428571429;98,0
virtual-worlds;0,6160714285714286;0,7263157894736842;0,6666666666666666;95,0
accuracy;0,5743740795287187;0,5743740795287187;0,5743740795287187;0,5743740795287187
macro avg;0,5904353461797082;0,5769557350547867;0,5735254854956937;679,0
weighted avg;0,5912020804165398;0,5743740795287187;0,5725556249586713;679,0
