;precision;recall;f1-score;support
art;0,44715447154471544;0,55;0,49327354260089684;100,0
gaming;0,40397350993377484;0,6703296703296703;0,5041322314049588;91,0
memberships;0,5421686746987951;0,44554455445544555;0,48913043478260865;101,0
music;0,6446280991735537;0,8297872340425532;0,7255813953488373;94,0
pfps;0,5625;0,27;0,36486486486486486;100,0
photography;0,6865671641791045;0,46938775510204084;0,5575757575757576;98,0
virtual-worlds;0,5697674418604651;0,5157894736842106;0,5414364640883979;95,0
accuracy;0,5316642120765832;0,5316642120765832;0,5316642120765832;0,5316642120765832
macro avg;0,5509656230557727;0,53583409823056;0,5251420986666174;679,0
weighted avg;0,5515354979258229;0,5316642120765832;0,5233808353624206;679,0
