;precision;recall;f1-score;support
art;0,29523809523809524;0,31;0,3024390243902439;100,0
gaming;0,2830188679245283;0,32967032967032966;0,3045685279187817;91,0
memberships;0,3877551020408163;0,37623762376237624;0,38190954773869346;101,0
music;0,4666666666666667;0,44680851063829785;0,45652173913043476;94,0
pfps;0,25892857142857145;0,29;0,27358490566037735;100,0
photography;0,45454545454545453;0,40816326530612246;0,4301075268817204;98,0
virtual-worlds;0,35;0,29473684210526313;0,32;95,0
accuracy;0,35051546391752575;0,35051546391752575;0,35051546391752575;0,35051546391752575
macro avg;0,3565932511205903;0,35080236735462705;0,3527330388171788;679,0
weighted avg;0,35640172336677817;0,35051546391752575;0,3525104189689967;679,0
