,precision,recall,f1-score,support
art,0.5263157894736842,0.4,0.45454545454545453,100.0
gaming,0.703125,0.4945054945054945,0.5806451612903226,91.0
memberships,0.4342105263157895,0.6534653465346535,0.5217391304347826,101.0
music,0.9324324324324325,0.7340425531914894,0.8214285714285714,94.0
pfps,0.42424242424242425,0.56,0.4827586206896552,100.0
photography,0.6739130434782609,0.6326530612244898,0.6526315789473685,98.0
virtual-worlds,0.5393258426966292,0.5052631578947369,0.5217391304347826,95.0
accuracy,0.5684830633284241,0.5684830633284241,0.5684830633284241,0.5684830633284241
macro avg,0.6047950083770315,0.5685613733358378,0.5764982353958482,679.0
weighted avg,0.6006237724524353,0.5684830633284241,0.5743772713067387,679.0
